Note: You are using GPU for training
Dataset: Reuters
No. of target classes: 90
No. of train instances 5827
No. of dev instances 1943
No. of test instances 3019
  7702    11      3991   341/365        93% 0.041443      64.4428
  7723    11      4001   351/365        96% 0.012430      64.1204
  7733    11      4011   361/365        99% 0.040417      64.4217

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  7911    11      4015    11/30     0.7298   0.9500   0.7078       0.8112       1.6098

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  7940    12      4021     6/365         2% 0.015700      48.9583
  7951    12      4031    16/365         4% 0.023274      61.3281
  7966    12      4041    26/365         7% 0.068049      59.8558
  7986    12      4051    36/365        10% 0.016978      57.8125
  8002    12      4061    46/365        13% 0.028655      57.0652
  8014    12      4071    56/365        15% 0.033043      58.4821
  8022    12      4081    66/365        18% 0.022146      61.5530
  8032    12      4091    76/365        21% 0.018535      63.0757
  8047    12      4101    86/365        24% 0.036407      62.6453
  8063    12      4111    96/365        26% 0.062521      63.0208
  8070    12      4121   106/365        29% 0.002422      64.0920
  8091    12      4131   116/365        32% 0.083449      63.4698
  8105    12      4141   126/365        35% 0.010684      63.5417
  8117    12      4151   136/365        37% 0.052504      63.7408
  8132    12      4161   146/365        40% 0.035843      64.0839
  8143    12      4171   156/365        43% 0.026508      64.2228
  8157    12      4181   166/365        45% 0.028628      64.1943
  8185    12      4191   176/365        48% 0.013521      64.2756
  8196    12      4201   186/365        51% 0.030459      64.4489
  8214    12      4211   196/365        54% 0.077629      64.4133
  8227    12      4221   206/365        56% 0.018370      64.5631
  8246    12      4231   216/365        59% 0.036242      64.1204
  8260    12      4241   226/365        62% 0.044731      64.3805
  8271    12      4251   236/365        65% 0.069067      64.8305
  8286    12      4261   246/365        67% 0.013834      64.5833
  8299    12      4271   256/365        70% 0.010396      64.9414
  8311    12      4281   266/365        73% 0.046296      64.8966
  8330    12      4291   276/365        76% 0.004555      64.8551
  8342    12      4301   286/365        78% 0.070059      64.9694
  8353    12      4311   296/365        81% 0.041044      65.1605
  8376    12      4321   306/365        84% 0.048521      65.1757
  8391    12      4331   316/365        87% 0.016719      65.1305
  8408    12      4341   326/365        89% 0.037825      65.0394
  8425    12      4351   336/365        92% 0.033645      64.9636
  8433    12      4361   346/365        95% 0.007081      65.1458
  8455    12      4371   356/365        98% 0.040532      65.0009

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  8633    12      4380    12/30     0.7329   0.9527   0.7078       0.8122       1.6274

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  8644    13      4381     1/365         0% 0.042383      43.7500
  8670    13      4391    11/365         3% 0.022215      61.9318
  8682    13      4401    21/365         6% 0.038197      65.1786
  8705    13      4411    31/365         8% 0.028088      63.9113
  8715    13      4421    41/365        11% 0.016753      65.7012
  8727    13      4431    51/365        14% 0.027906      66.5441
  8743    13      4441    61/365        17% 0.019003      66.7008
  8754    13      4451    71/365        19% 0.029458      67.6056
  8768    13      4461    81/365        22% 0.071386      68.8272
  8777    13      4471    91/365        25% 0.040388      69.2995
  8790    13      4481   101/365        28% 0.034474      68.4406
